小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,,,
银城东苑紫荆苑,玄武,390,42633元/平米,2室1厅1厨1卫,高楼层 (共15层),91.48㎡,暂无数据,74.58㎡,板楼,南,钢混结构,其他,两梯三户,有,70年,2017/9/22,商品房,2009/7/14,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
万科金域蓝湾,江宁,470,34831元/平米,3室2厅1厨2卫,低楼层 (共18层),134.94㎡,平层,111.76㎡,塔楼,南,钢混结构,精装,两梯三户,有,70年,2017/10/16,商品房,2012/9/21,普通住宅,满五年,共有,"
                                有抵押 200万元
                              ",已上传房本照片,,,
骋望骊都,江宁,255,23538元/平米,3室2厅1厨1卫,高楼层 (共9层),108.34㎡,平层,89.82㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017/5/15,商品房,2016/1/25,普通住宅,满两年,非共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,,,
金陵家天下,栖霞,900,40543元/平米,4室1厅1厨3卫,低楼层 (共3层),221.99㎡,暂无数据,南 北,钢混结构,其他,联排,70年,null,null,null,2017/6/26,商品房,2013/8/20,别墅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
市政天元城,江宁,310,25198元/平米,3室2厅1厨2卫,高楼层 (共6层),123.03㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/11/6,商品房,2012/12/30,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
盛世花园,鼓楼,153,24670元/平米,3室1厅1厨1卫,高楼层 (共6层),62.02㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/8/5,动迁安置房,2017/8/5,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
春光里,秦淮,268,26968元/平米,4室2厅1厨2卫,高楼层 (共7层),99.38㎡,暂无数据,88.84㎡,板楼,南 西 北,钢混结构,简装,一梯两户,暂无数据,70年,2018/1/10,房改房,2011/4/7,普通住宅,满五年,非共有,"
                                有抵押 60万元 客户偿还
                              ",已上传房本照片,,,
复地御钟山一期,栖霞,1130,49688元/平米,4室2厅2厨3卫,中楼层 (共7层),227.42㎡,平层,199.14㎡,板楼,南 北,钢混结构,精装,一梯一户,有,70年,2017/10/25,商品房,2016/7/19,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
文靖新村,江宁,172,25092元/平米,2室1厅1厨1卫,高楼层 (共6层),68.55㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2018/3/12,房改房,2011/11/23,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
大华锦绣华城桂美颂,浦口,215,24705元/平米,2室1厅1厨1卫,中楼层 (共11层),87.03㎡,平层,72.16㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2018/2/25,商品房,2012/10/16,普通住宅,满五年,共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,
天润城第十二街区,浦口,175,24527元/平米,2室2厅1厨1卫,低楼层 (共18层),71.35㎡,暂无数据,55.88㎡,板塔结合,南,钢混结构,简装,两梯六户,有,70年,2018/3/17,商品房,2012/4/18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
康怡花园,建邺,278,28758元/平米,3室2厅1厨1卫,高楼层 (共7层),96.67㎡,平层,86.37㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2016/12/19,房改房,2014/5/16,普通住宅,满两年,共有,"
                                有抵押 60万元 农行 客户偿还
                              ",已上传房本照片,,,
世茂外滩新城,鼓楼,595,35327元/平米,4室2厅1厨2卫,低楼层 (共55层),168.43㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,有,70年,2017/10/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
湖心花园,建邺,268,32027元/平米,2室2厅1厨1卫,中楼层 (共7层),83.68㎡,平层,72.86㎡,板楼,南 北,砖混结构,精装,一梯两户,暂无数据,70年,2017/12/23,商品房,2013/5/27,普通住宅,满两年,共有,"
                                有抵押 50万元 业主自还
                              ",已上传房本照片,,,
金龙花园,秦淮,225,25794元/平米,3室1厅1厨1卫,高楼层 (共7层),87.23㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017/12/3,商品房,2004/9/10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
清凉山庄,鼓楼,460,47927元/平米,3室1厅1厨1卫,中楼层 (共7层),95.98㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,暂无数据,70年,2018/3/14,房改房,2005/5/21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
高科荣境,栖霞,700,39150元/平米,5室2厅1厨3卫,中楼层 (共11层),178.8㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,有,70年,2018/1/3,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 100多万，最好客户来解押 客户偿还
                              ",未上传房本照片,,,
南京恒大绿洲,江宁,260,29077元/平米,2室2厅1厨1卫,中楼层 (共11层),89.42㎡,暂无数据,75.02㎡,板楼,南,钢混结构,精装,一梯四户,有,70年,2017/1/2,商品房,2012/5/24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
镇江路,鼓楼,165,25582元/平米,2室1厅1厨1卫,高楼层 (共6层),64.5㎡,平层,56.84㎡,板塔结合,南,钢混结构,简装,一梯两户,暂无数据,70年,2018/3/6,房改房,2005/3/8,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
和燕花苑,栖霞,208,26494元/平米,2室2厅1厨1卫,低楼层 (共7层),78.51㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,70年,2018/3/21,房改房,1997/7/7,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
万达紫金明珠,秦淮,246,29130元/平米,2室2厅1厨1卫,中楼层 (共9层),84.45㎡,平层,70.74㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2018/3/10,商品房,2014/2/19,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
三条巷,秦淮,220,52456元/平米,1室1厅1厨1卫,低楼层 (共4层),41.94㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯两户,暂无数据,70年,2018/2/27,房改房,2015/4/22,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
怡馨花园,秦淮,370,36573元/平米,3室1厅1厨1卫,中楼层 (共11层),101.17㎡,暂无数据,85.13㎡,板楼,南,钢混结构,其他,一梯两户,有,70年,2018/3/18,商品房,2018/3/19,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
省电力公司宿舍,栖霞,190,25781元/平米,2室1厅1厨1卫,中楼层 (共7层),73.7㎡,暂无数据,65.08㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2017/7/3,房改房,2001/8/10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
武夷绿洲观竹苑,江宁,285,28492元/平米,3室2厅1厨2卫,高楼层 (共6层),100.03㎡,暂无数据,87.97㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017/7/16,商品房,2013/3/26,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
聚福园二期,鼓楼,695,53561元/平米,4室2厅1厨2卫,低楼层 (共11层),129.76㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,70年,2017/11/21,商品房,2003/3/26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
仓顶,秦淮,208,24941元/平米,3室1厅1厨1卫,高楼层 (共6层),83.4㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017/3/26,动迁安置房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 6万元
                              ",未上传房本照片,,,
扇骨营35号院,秦淮,125,30713元/平米,2室1厅1厨1卫,中楼层 (共7层),40.7㎡,平层,33.87㎡,板塔结合,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2018/1/14,商品房,2014/3/27,普通住宅,满两年,非共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,,,
定淮门6号,鼓楼,158,28336元/平米,2室1厅1厨1卫,中楼层 (共6层),55.76㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017/11/15,商品房,2006/8/4,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
兴贤佳园,栖霞,220,25396元/平米,3室1厅1厨1卫,高楼层 (共6层),86.63㎡,暂无数据,75.56㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017/7/20,房改房,2003/6/20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
明月港湾月亮湾,江宁,300,26169元/平米,3室2厅1厨2卫,高楼层 (共6层),114.64㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2018/2/28,商品房,2004/3/1,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
明月花园,江宁,255,21507元/平米,3室2厅1厨1卫,高楼层 (共6层),118.57㎡,暂无数据,暂无数据,板塔结合,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2016/9/11,商品房,2011/12/6,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
卢龙山庄,鼓楼,550,34811元/平米,4室2厅1厨2卫,中楼层 (共11层),158㎡,暂无数据,134.14㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2018/3/11,商品房,2009/12/24,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
东元山庄,玄武,270,35111元/平米,3室2厅1厨1卫,中楼层 (共7层),76.9㎡,暂无数据,68.71㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017/7/30,商品房,2003/4/20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
万科金色半山,浦口,330,26990元/平米,4室2厅1厨2卫,中楼层 (共11层),122.27㎡,暂无数据,109.8㎡,塔楼,南 北,钢混结构,其他,一梯两户,有,70年,2017/11/6,商品房,2017/5/9,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
润开华府,鼓楼,530,41914元/平米,3室2厅1厨2卫,中楼层 (共17层),126.45㎡,平层,110㎡,板楼,南 北,钢混结构,其他,两梯两户,有,70年,2017/12/8,商品房,2012/11/23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
长江新村,鼓楼,150,30638元/平米,2室1厅1厨1卫,高楼层 (共6层),48.96㎡,平层,41.82㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2017/12/2,房改房,2006/3/29,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
威尼斯水城第十一街区,浦口,295,22535元/平米,3室2厅1厨2卫,中楼层 (共32层),130.91㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,70年,2018/3/7,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 客户偿还
                              ",未上传房本照片,,,
弘阳旭日上城一区,浦口,265,25989元/平米,3室2厅1厨1卫,低楼层 (共18层),101.97㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,简装,两梯两户,有,70年,2017/6/14,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押
                              ",未上传房本照片,,,
